protein_id	type	confidence	probability	e_value	score	hmm_model
sequence_11085|prob_0.9842	Adaptation	High	100.0	6.4e-50	170.6	cas14u
sequence_6128|prob_0.9988	Adaptation	High	100.0	2.2e-11	43.6	cas14u
sequence_2938|prob_0.9998	Adaptation	High	100.0	3.4e-28	99.0	cas14u
sequence_700|prob_1.0000	Adaptation	High	100.0	1.4e-36	126.6	cas14u
sequence_7514|prob_0.9972	Adaptation	High	100.0	8.9e-35	120.7	cas14u
sequence_479|prob_1.0000	Adaptation	Medium	94.4	3.6e-10	39.6	cas14u
sequence_15830|prob_0.9335	Adaptation	High	100.0	2.7e-35	122.4	cas14u
sequence_12467|prob_0.9742	Adaptation	High	100.0	2e-33	116.2	cas14u
sequence_2593|prob_0.9999	Adaptation	High	100.0	5.7e-29	101.5	cas14u
sequence_6980|prob_0.9980	Adaptation	High	100.0	1.3e-43	149.8	cas14u
sequence_958|prob_0.9999	Adaptation	Medium	78.0	1.6e-08	34.2	cas14u
sequence_17324|prob_0.9045	Adaptation	High	100.0	8.5e-36	124.0	cas14u
sequence_18615|prob_0.8689	Adaptation	High	100.0	3.6e-17	62.7	cas14u
sequence_1394|prob_0.9999	Adaptation	High	100.0	5e-50	170.9	cas14u
sequence_11114|prob_0.9840	Adaptation	High	100.0	1.4e-57	195.8	cas14u
sequence_4727|prob_0.9995	Adaptation	High	100.0	2.6e-35	122.4	cas14u
sequence_3239|prob_0.9998	Adaptation	High	100.0	4.4e-47	161.2	cas14u
sequence_494|prob_1.0000	Adaptation	High	100.0	6.9e-50	170.5	cas14u
sequence_3822|prob_0.9997	Adaptation	High	100.0	8e-34	117.5	cas14u
sequence_9060|prob_0.9933	Adaptation	High	100.0	6.1e-17	61.9	cas14u
sequence_10310|prob_0.9884	Adaptation	High	100.0	6.7e-35	121.1	cas14u
sequence_4810|prob_0.9995	Adaptation	High	100.0	9.6e-36	123.9	cas14u
sequence_19308|prob_0.8410	Adaptation	High	100.0	2.3e-55	188.5	cas14u
sequence_1236|prob_0.9999	Adaptation	High	100.0	1.6e-55	189.0	cas14u
sequence_1289|prob_0.9999	Adaptation	High	100.0	3e-58	198.0	cas14u
sequence_508|prob_1.0000	Adaptation	High	100.0	3.1e-38	132.1	cas14u
sequence_9274|prob_0.9926	Adaptation	High	100.0	4.7e-55	187.5	cas14u
sequence_9995|prob_0.9898	Adaptation	High	100.0	1.8e-34	119.7	cas14u
sequence_6740|prob_0.9982	Adaptation	High	100.0	3.1e-48	165.0	cas14u
sequence_5610|prob_0.9991	Adaptation	High	100.0	5.5e-38	131.3	cas14u
sequence_11210|prob_0.9834	Adaptation	High	100.0	1.8e-38	132.9	cas14u
sequence_19635|prob_0.8265	Adaptation	High	100.0	8.1e-47	160.4	cas14u
sequence_906|prob_1.0000	Adaptation	High	100.0	4.1e-33	115.2	cas14u
sequence_4925|prob_0.9994	Adaptation	High	100.0	3.1e-59	201.3	cas14u
sequence_2898|prob_0.9998	Adaptation	High	100.0	1.7e-56	192.2	cas14u
sequence_5589|prob_0.9991	Adaptation	High	100.0	9.4e-54	183.2	cas14u
sequence_2695|prob_0.9998	Adaptation	High	100.0	1.1e-54	186.2	cas14u
sequence_5726|prob_0.9990	Adaptation	High	100.0	3.5e-27	95.7	cas14u
sequence_12310|prob_0.9757	Adaptation	High	100.0	8.4e-51	173.5	cas14u
sequence_6061|prob_0.9988	Adaptation	High	100.0	1.1e-47	163.2	cas14u
sequence_5926|prob_0.9989	Adaptation	High	100.0	2.6e-73	247.6	cas14u
sequence_7517|prob_0.9971	Adaptation	High	100.0	2.8e-57	194.8	cas14u
sequence_12302|prob_0.9757	Adaptation	High	100.0	7.3e-45	153.9	cas14u
sequence_19960|prob_0.8113	Adaptation	High	100.0	4.4e-53	181.0	cas14u
sequence_1340|prob_0.9999	Adaptation	High	100.0	1.2e-62	212.5	cas14u
sequence_3997|prob_0.9997	Adaptation	High	100.0	2.7e-65	221.2	cas14u
sequence_2702|prob_0.9998	Adaptation	High	100.0	2.1e-53	182.0	cas14u
sequence_9929|prob_0.9902	Adaptation	High	100.0	6.2e-40	137.7	cas14u
sequence_12836|prob_0.9711	Adaptation	High	100.0	1.1e-57	196.2	cas14u
sequence_5567|prob_0.9991	Adaptation	High	100.0	5.7e-53	180.6	cas14u
sequence_9150|prob_0.9930	Adaptation	High	100.0	9.7e-48	163.4	cas14u
sequence_18394|prob_0.8757	Adaptation	High	100.0	6.8e-45	154.0	cas14u
sequence_941|prob_0.9999	Adaptation	High	100.0	3.2e-45	155.1	cas14u
sequence_4957|prob_0.9994	Adaptation	High	100.0	5.1e-63	213.7	cas14u
sequence_3084|prob_0.9998	Adaptation	High	100.0	6.5e-63	213.4	cas14u
sequence_2653|prob_0.9999	Adaptation	High	100.0	5.9e-33	114.7	cas14u
sequence_2137|prob_0.9999	Adaptation	High	100.0	3e-50	171.7	cas14u
sequence_4658|prob_0.9995	Adaptation	High	100.0	8.6e-49	166.9	cas14u
sequence_2085|prob_0.9999	Adaptation	High	100.0	2.7e-61	208.0	cas14u
sequence_2809|prob_0.9998	Adaptation	High	100.0	4.2e-49	167.9	cas14u
sequence_9200|prob_0.9929	Adaptation	High	100.0	1.8e-30	106.5	cas14u
sequence_997|prob_0.9999	Adaptation	High	100.0	3.4e-48	164.9	cas14u
sequence_3370|prob_0.9998	Adaptation	High	100.0	9.9e-34	117.2	cas14u
sequence_578|prob_1.0000	Adaptation	High	100.0	1.1e-53	183.0	cas14u
sequence_1004|prob_0.9999	Adaptation	High	100.0	7.1e-53	180.3	cas14u
sequence_12559|prob_0.9734	Adaptation	High	100.0	3.6e-52	178.0	cas14u
sequence_4956|prob_0.9994	Adaptation	High	100.0	1.2e-66	225.7	cas14u
sequence_2575|prob_0.9999	Adaptation	High	100.0	3.3e-78	263.7	cas14u
sequence_1994|prob_0.9999	Adaptation	High	100.0	2.2e-79	267.6	cas14u
sequence_1816|prob_0.9999	Adaptation	High	100.0	5.2e-53	180.7	cas14u
sequence_12107|prob_0.9774	Adaptation	High	100.0	2.3e-55	188.5	cas14u
sequence_12823|prob_0.9712	Adaptation	High	100.0	3.5e-32	112.1	cas14u
sequence_4719|prob_0.9995	Adaptation	High	100.0	6.3e-81	272.7	cas14u
sequence_8195|prob_0.9958	Adaptation	High	100.0	1.2e-66	225.7	cas14u
sequence_2187|prob_0.9999	Adaptation	High	100.0	1.7e-63	215.3	cas14u
sequence_4827|prob_0.9994	Adaptation	High	100.0	9.3e-64	216.2	cas14u
sequence_4828|prob_0.9994	Adaptation	High	100.0	9.3e-64	216.2	cas14u
sequence_4829|prob_0.9994	Adaptation	High	100.0	9.3e-64	216.2	cas14u
sequence_4830|prob_0.9994	Adaptation	High	100.0	9.3e-64	216.2	cas14u
sequence_4831|prob_0.9994	Adaptation	High	100.0	9.3e-64	216.2	cas14u
sequence_4832|prob_0.9994	Adaptation	High	100.0	9.3e-64	216.2	cas14u
sequence_4636|prob_0.9995	Adaptation	High	100.0	6.9e-63	213.3	cas14u
sequence_16456|prob_0.9225	Adaptation	High	100.0	5.7e-63	213.6	cas14u
sequence_10068|prob_0.9895	Adaptation	High	100.0	5e-57	194.0	cas14u
sequence_5579|prob_0.9991	Adaptation	High	100.0	2.3e-45	155.5	cas14u
sequence_16859|prob_0.9147	Adaptation	High	100.0	1.7e-63	215.3	cas14u
sequence_14743|prob_0.9494	Adaptation	High	100.0	8.6e-64	216.3	cas14u
sequence_6549|prob_0.9984	Adaptation	High	100.0	1.3e-64	218.9	cas14u
sequence_14351|prob_0.9544	Adaptation	High	100.0	1e-65	222.6	cas14u
sequence_3076|prob_0.9998	Adaptation	High	100.0	9.5e-55	186.5	cas14u
sequence_15844|prob_0.9334	Adaptation	High	100.0	4.1e-63	214.1	cas14u
sequence_10954|prob_0.9850	Adaptation	High	100.0	7e-34	117.7	cas14u
sequence_7910|prob_0.9964	Adaptation	High	100.0	1.1e-61	209.3	cas14u
sequence_2902|prob_0.9998	Adaptation	High	100.0	3.8e-55	187.8	cas14u
sequence_6717|prob_0.9983	Adaptation	High	100.0	1.3e-63	215.7	cas14u
sequence_18749|prob_0.8640	Adaptation	High	100.0	3.4e-45	155.0	cas14u
sequence_2147|prob_0.9999	Adaptation	High	100.0	2.5e-85	287.2	cas14u
sequence_7549|prob_0.9971	Adaptation	High	100.0	1.7e-66	225.2	cas14u
sequence_7716|prob_0.9968	Adaptation	High	100.0	7.3e-22	78.1	cas14u
sequence_15957|prob_0.9312	Adaptation	High	100.0	1.6e-25	90.2	cas14u
sequence_6891|prob_0.9981	Adaptation	High	100.0	1.3e-65	222.3	cas14u
sequence_3663|prob_0.9997	Adaptation	High	100.0	1.6e-38	133.1	cas14u
sequence_1550|prob_0.9999	Adaptation	High	100.0	1.2e-52	179.6	cas14u
sequence_7155|prob_0.9977	Adaptation	High	100.0	1.3e-52	179.5	cas14u
sequence_9208|prob_0.9929	Adaptation	High	100.0	8.3e-53	180.1	cas14u
sequence_2343|prob_0.9999	Adaptation	High	100.0	1.1e-61	209.3	cas14u
sequence_2994|prob_0.9998	Adaptation	High	100.0	8.4e-74	249.2	cas14u
sequence_4312|prob_0.9996	Adaptation	High	100.0	5.5e-66	223.5	cas14u
sequence_4424|prob_0.9996	Adaptation	High	100.0	4.3e-34	118.4	cas14u
sequence_8588|prob_0.9948	Adaptation	High	100.0	3.3e-22	79.3	cas14u
sequence_11596|prob_0.9811	Adaptation	High	100.0	8.8e-64	216.2	cas14u
sequence_9193|prob_0.9929	Adaptation	High	100.0	4.1e-42	144.8	cas14u
sequence_3886|prob_0.9997	Adaptation	High	100.0	3.6e-52	178.0	cas14u
sequence_5915|prob_0.9989	Adaptation	High	100.0	5e-56	190.7	cas14u
sequence_1059|prob_0.9999	Adaptation	High	100.0	2.2e-62	211.6	cas14u
sequence_613|prob_1.0000	Adaptation	High	100.0	1.8e-34	119.7	cas14u
sequence_2499|prob_0.9999	Adaptation	High	100.0	4.5e-51	174.4	cas14u
sequence_17618|prob_0.8980	Adaptation	High	100.0	3.9e-56	191.1	cas14u
sequence_7265|prob_0.9976	Adaptation	High	100.0	1e-59	202.9	cas14u
sequence_4737|prob_0.9995	Adaptation	High	100.0	1e-63	216.0	cas14u
sequence_4748|prob_0.9995	Adaptation	High	100.0	3.4e-50	171.5	cas14u
sequence_19766|prob_0.8215	Adaptation	High	100.0	2.6e-54	185.0	cas14u
sequence_7564|prob_0.9971	Adaptation	High	100.0	6e-17	61.9	cas14u
sequence_16253|prob_0.9262	Adaptation	High	100.0	8.1e-90	302.0	cas14u
sequence_3724|prob_0.9997	Adaptation	High	100.0	1e-60	206.1	cas14u
sequence_1749|prob_0.9999	Adaptation	High	100.0	2.1e-84	284.2	cas14u
sequence_1125|prob_0.9999	Adaptation	High	100.0	3.2e-68	230.9	cas14u
sequence_6164|prob_0.9988	Adaptation	High	100.0	4.5e-65	220.5	cas14u
sequence_8717|prob_0.9944	Adaptation	High	100.0	8.1e-86	288.8	cas14u
sequence_19797|prob_0.8197	Adaptation	High	100.0	1.5e-79	268.2	cas14u
sequence_7734|prob_0.9968	Adaptation	High	100.0	6.4e-49	167.3	cas14u
sequence_1286|prob_0.9999	Adaptation	High	100.0	1.3e-35	123.5	cas14u
sequence_883|prob_1.0000	Adaptation	High	100.0	1.2e-80	271.8	cas14u
sequence_1702|prob_0.9999	Adaptation	High	100.0	2.3e-75	254.4	cas14u
sequence_3747|prob_0.9997	Adaptation	High	100.0	1.7e-62	212.0	cas14u
sequence_3759|prob_0.9997	Adaptation	High	100.0	4e-67	227.3	cas14u
sequence_1866|prob_0.9999	Adaptation	High	100.0	5.1e-77	259.8	cas14u
sequence_12953|prob_0.9701	Adaptation	High	100.0	4e-59	200.9	cas14u
sequence_7906|prob_0.9964	Adaptation	High	100.0	1.6e-53	182.4	cas14u
sequence_5451|prob_0.9992	Adaptation	High	100.0	1.6e-80	271.4	cas14u
sequence_3465|prob_0.9998	Adaptation	High	100.0	2.3e-19	69.9	cas14u
sequence_6521|prob_0.9985	Adaptation	High	100.0	5.2e-33	114.9	cas14u
sequence_9895|prob_0.9903	Adaptation	High	100.0	2.2e-19	70.0	cas14u
sequence_12692|prob_0.9723	Adaptation	High	100.0	7.2e-42	144.0	cas14u
sequence_575|prob_1.0000	Adaptation	High	100.0	2e-35	122.8	cas14u
sequence_5209|prob_0.9993	Adaptation	High	100.0	5.4e-50	170.8	cas14u
sequence_1663|prob_0.9999	Adaptation	High	100.0	4.3e-50	171.1	cas14u
sequence_2295|prob_0.9999	Adaptation	High	100.0	2.1e-60	205.1	cas14u
sequence_18568|prob_0.8702	Adaptation	High	100.0	2e-21	76.7	cas14u
sequence_1164|prob_0.9999	Adaptation	High	100.0	1.2e-76	258.6	cas14u
sequence_9350|prob_0.9924	Adaptation	High	100.0	6.2e-63	213.4	cas14u
sequence_1752|prob_0.9999	Adaptation	High	100.0	7.5e-57	193.4	cas14u
sequence_11042|prob_0.9845	Adaptation	High	100.0	5.1e-34	118.2	cas14u
sequence_3532|prob_0.9997	Adaptation	High	100.0	4.2e-49	167.9	cas14u
sequence_6912|prob_0.9980	Adaptation	High	100.0	2.4e-47	162.1	cas14u
sequence_2028|prob_0.9999	Adaptation	High	100.0	1.2e-76	258.6	cas14u
sequence_2663|prob_0.9999	Adaptation	High	100.0	2.6e-49	168.6	cas14u
sequence_4791|prob_0.9995	Adaptation	High	100.0	1.4e-49	169.5	cas14u
sequence_4681|prob_0.9995	Adaptation	High	100.0	1.9e-56	192.1	cas14u
sequence_13697|prob_0.9625	Adaptation	High	100.0	7.7e-81	272.4	cas14u
sequence_2359|prob_0.9999	Adaptation	High	100.0	1e-61	209.4	cas14u
sequence_16342|prob_0.9245	Adaptation	High	100.0	2.3e-53	181.9	cas14u
sequence_3004|prob_0.9998	Adaptation	High	100.0	1.4e-71	241.9	cas14u
sequence_1213|prob_0.9999	Adaptation	High	100.0	2.8e-53	181.6	cas14u
sequence_12536|prob_0.9735	Adaptation	High	100.0	4.6e-41	141.4	cas14u
sequence_3389|prob_0.9998	Adaptation	High	100.0	2.4e-49	168.7	cas14u
sequence_17703|prob_0.8956	Adaptation	High	100.0	1e-31	110.6	cas14u
sequence_11095|prob_0.9842	Adaptation	High	100.0	2.1e-51	175.5	cas14u
sequence_2549|prob_0.9999	Adaptation	High	100.0	1.6e-83	281.2	cas14u
sequence_10600|prob_0.9868	Adaptation	High	100.0	1.9e-61	208.6	cas14u
sequence_9731|prob_0.9910	Adaptation	High	100.0	2.9e-85	287.0	cas14u
sequence_18306|prob_0.8790	Adaptation	High	100.0	8.1e-37	127.4	cas14u
sequence_8071|prob_0.9961	Adaptation	High	100.0	5.3e-49	167.6	cas14u
sequence_8902|prob_0.9939	Adaptation	High	100.0	2.3e-21	76.5	cas14u
sequence_5586|prob_0.9991	Adaptation	High	100.0	4.9e-53	180.8	cas14u
sequence_407|prob_1.0000	Adaptation	High	100.0	3e-65	221.1	cas14u
sequence_1766|prob_0.9999	Adaptation	High	100.0	1.1e-69	235.6	cas14u
sequence_17100|prob_0.9093	Adaptation	High	100.0	1.5e-54	185.8	cas14u
sequence_4101|prob_0.9996	Adaptation	High	100.0	1.3e-48	166.3	cas14u
sequence_3671|prob_0.9997	Adaptation	High	100.0	7.7e-53	180.2	cas14u
sequence_9948|prob_0.9901	Adaptation	High	100.0	2e-18	66.8	cas14u
sequence_3278|prob_0.9998	Adaptation	High	100.0	8.8e-39	133.9	cas14u
sequence_765|prob_1.0000	Adaptation	High	100.0	1.3e-67	228.9	cas14u
sequence_9178|prob_0.9929	Adaptation	High	100.0	7e-60	203.4	cas14u
sequence_1999|prob_0.9999	Adaptation	High	100.0	5.1e-58	197.3	cas14u
sequence_10690|prob_0.9864	Adaptation	High	100.0	2.5e-47	162.1	cas14u
sequence_1696|prob_0.9999	Adaptation	High	100.0	7e-83	279.2	cas14u
sequence_3691|prob_0.9997	Adaptation	High	100.0	1.3e-38	133.4	cas14u
sequence_1298|prob_0.9999	Adaptation	High	100.0	6.3e-52	177.2	cas14u
sequence_579|prob_1.0000	Adaptation	High	100.0	1.3e-65	222.2	cas14u
sequence_4721|prob_0.9995	Adaptation	High	100.0	2.1e-62	211.7	cas14u
sequence_443|prob_1.0000	Adaptation	High	100.0	2.9e-68	231.0	cas14u
sequence_4910|prob_0.9994	Adaptation	High	100.0	8.1e-80	269.1	cas14u
sequence_11827|prob_0.9793	Adaptation	High	100.0	5.8e-43	147.7	cas14u
sequence_15569|prob_0.9374	Adaptation	Medium	51.1	7.8e-06	25.3	cas14u
sequence_18217|prob_0.8815	Adaptation	High	100.0	2.9e-34	119.0	cas14u
sequence_6052|prob_0.9989	Adaptation	High	100.0	6.6e-57	193.6	cas14u
sequence_3746|prob_0.9997	Adaptation	High	100.0	5.5e-48	164.2	cas14u
sequence_18485|prob_0.8729	Adaptation	High	100.0	1.3e-39	136.6	cas14u
sequence_8620|prob_0.9947	Adaptation	High	100.0	2.8e-36	125.6	cas14u
sequence_3067|prob_0.9998	Adaptation	High	100.0	1.5e-40	139.7	cas14u
sequence_3550|prob_0.9997	Adaptation	High	100.0	1.5e-40	139.7	cas14u
sequence_19824|prob_0.8184	Adaptation	Low	8.5	0.14	10.4	cas12g
sequence_19010|prob_0.8543	Adaptation	High	100.0	2.1e-92	310.5	cas14u
sequence_4156|prob_0.9996	Adaptation	High	100.0	1.5e-48	166.1	cas14u
sequence_1198|prob_0.9999	Adaptation	High	100.0	6.4e-27	94.8	cas14u
sequence_12488|prob_0.9740	Adaptation	High	100.0	2.6e-38	132.3	cas14u
sequence_1801|prob_0.9999	Adaptation	High	100.0	7.8e-39	134.0	cas14u
sequence_2511|prob_0.9999	Adaptation	High	100.0	1.8e-38	132.9	cas14u
sequence_1862|prob_0.9999	Adaptation	High	100.0	7.6e-39	134.1	cas14u
sequence_239|prob_1.0000	Adaptation	High	100.0	4.6e-38	131.5	cas14u
sequence_10059|prob_0.9895	Adaptation	High	100.0	2.9e-41	142.1	cas14u
sequence_11719|prob_0.9801	Adaptation	High	100.0	5.2e-40	137.9	cas14u
sequence_311|prob_1.0000	Adaptation	High	100.0	3.7e-67	227.4	cas14u
sequence_4226|prob_0.9996	Adaptation	High	100.0	1.1e-56	192.8	cas14u
sequence_5163|prob_0.9993	Adaptation	High	100.0	1.7e-70	238.3	cas14u
sequence_2878|prob_0.9998	Adaptation	High	100.0	2.9e-56	191.5	cas14u
sequence_1534|prob_0.9999	Adaptation	High	100.0	3.8e-41	141.7	cas14u
sequence_2982|prob_0.9998	Adaptation	High	100.0	1.1e-67	229.1	cas14u
sequence_2773|prob_0.9998	Adaptation	High	100.0	1.2e-56	192.8	cas14u
sequence_8452|prob_0.9952	Adaptation	High	100.0	4.1e-48	164.6	cas14u
sequence_4845|prob_0.9994	Adaptation	High	100.0	5.3e-48	164.3	cas14u
sequence_5502|prob_0.9992	Adaptation	High	100.0	6.7e-61	206.7	cas14u
sequence_13944|prob_0.9594	Adaptation	High	100.0	1.8e-69	235.0	cas14u
sequence_937|prob_0.9999	Adaptation	High	100.0	4.1e-66	223.9	cas14u
sequence_287|prob_1.0000	Adaptation	High	100.0	8.2e-51	173.5	cas14u
sequence_2055|prob_0.9999	Adaptation	High	100.0	1.5e-34	119.9	cas14u
sequence_12386|prob_0.9750	Adaptation	High	100.0	3.1e-17	62.9	cas14u
sequence_6721|prob_0.9983	Adaptation	High	100.0	3.3e-48	164.9	cas14u
sequence_5293|prob_0.9993	Adaptation	High	100.0	9.9e-39	133.7	cas14u
sequence_7029|prob_0.9979	Adaptation	High	100.0	1.2e-48	166.4	cas14u
sequence_3741|prob_0.9997	Adaptation	High	100.0	3.1e-38	132.1	cas14u
sequence_518|prob_1.0000	Adaptation	High	100.0	3e-60	204.6	cas14u
sequence_7006|prob_0.9979	Adaptation	High	100.0	1.1e-46	160.0	cas14u
sequence_6185|prob_0.9987	Adaptation	High	100.0	7.4e-65	219.8	cas14u
sequence_2685|prob_0.9998	Adaptation	High	100.0	4.8e-36	124.9	cas14u
sequence_943|prob_0.9999	Adaptation	High	100.0	1.4e-55	189.2	cas14u
sequence_19210|prob_0.8459	Adaptation	High	100.0	1.6e-49	169.3	cas14u
sequence_8930|prob_0.9938	Adaptation	High	100.0	4.3e-42	144.8	cas14u
sequence_12215|prob_0.9765	Adaptation	High	100.0	3e-72	244.2	cas14u
sequence_9674|prob_0.9913	Adaptation	High	100.0	1.4e-42	146.4	cas14u
sequence_10131|prob_0.9893	Adaptation	High	100.0	1.1e-45	156.7	cas14u
sequence_5212|prob_0.9993	Adaptation	High	100.0	2.7e-54	185.0	cas14u
sequence_14920|prob_0.9472	Adaptation	High	100.0	2.9e-60	204.6	cas14u
sequence_5544|prob_0.9991	Adaptation	High	100.0	7.8e-42	143.9	cas14u
sequence_6989|prob_0.9980	Adaptation	High	100.0	3.5e-49	168.1	cas14u
sequence_666|prob_1.0000	Adaptation	High	100.0	1.4e-71	241.9	cas14u
sequence_3399|prob_0.9998	Adaptation	High	100.0	1.2e-66	225.7	cas14u
sequence_1827|prob_0.9999	Adaptation	High	100.0	6.5e-41	140.9	cas14u
sequence_18825|prob_0.8614	Adaptation	High	100.0	2.3e-19	69.9	cas14u
sequence_6143|prob_0.9988	Adaptation	High	100.0	1.3e-68	232.2	cas14u
sequence_17452|prob_0.9017	Adaptation	High	100.0	9.1e-55	186.5	cas14u
sequence_862|prob_1.0000	Adaptation	High	100.0	1.1e-70	239.0	cas14u
sequence_4051|prob_0.9997	Adaptation	High	100.0	7.7e-56	190.1	cas14u
sequence_5262|prob_0.9993	Adaptation	High	100.0	3.6e-61	207.6	cas14u
sequence_4683|prob_0.9995	Adaptation	High	100.0	5e-34	118.2	cas14u
sequence_3001|prob_0.9998	Adaptation	High	100.0	1.6e-71	241.7	cas14u
sequence_422|prob_1.0000	Adaptation	High	100.0	2.7e-51	175.1	cas14u
sequence_7112|prob_0.9978	Adaptation	High	100.0	2.7e-40	138.8	cas14u
sequence_4040|prob_0.9997	Adaptation	High	100.0	5e-77	259.9	cas14u
sequence_4370|prob_0.9996	Adaptation	High	100.0	6.1e-43	147.6	cas14u
sequence_4094|prob_0.9996	Adaptation	High	100.0	1.6e-46	159.4	cas14u
sequence_11410|prob_0.9820	Adaptation	High	100.0	2.1e-67	228.2	cas14u
sequence_7190|prob_0.9977	Adaptation	High	100.0	1.8e-64	218.5	cas14u
sequence_9913|prob_0.9902	Adaptation	High	100.0	2.1e-68	231.4	cas14u
sequence_1900|prob_0.9999	Adaptation	High	100.0	5e-54	184.1	cas14u
sequence_2011|prob_0.9999	Adaptation	High	100.0	1.2e-64	219.1	cas14u
sequence_8370|prob_0.9954	Adaptation	High	100.0	3.6e-27	95.6	cas14u
sequence_351|prob_1.0000	Adaptation	High	100.0	1.2e-60	205.9	cas14u
sequence_10700|prob_0.9863	Adaptation	High	100.0	4e-42	144.9	cas14u
sequence_10701|prob_0.9863	Adaptation	High	100.0	4e-42	144.9	cas14u
sequence_10702|prob_0.9863	Adaptation	High	100.0	4e-42	144.9	cas14u
sequence_10703|prob_0.9863	Adaptation	High	100.0	4e-42	144.9	cas14u
sequence_9940|prob_0.9901	Adaptation	High	100.0	4.6e-86	289.7	cas14u
sequence_7553|prob_0.9971	Adaptation	High	100.0	2.5e-67	227.9	cas14u
sequence_1688|prob_0.9999	Adaptation	High	100.0	3.2e-49	168.3	cas14u
sequence_357|prob_1.0000	Adaptation	High	100.0	1.4e-48	166.2	cas14u
sequence_3212|prob_0.9998	Adaptation	High	100.0	2.7e-66	224.5	cas14u
sequence_1058|prob_0.9999	Adaptation	High	100.0	4.6e-91	306.1	cas14u
sequence_2541|prob_0.9999	Adaptation	High	100.0	1.6e-84	284.6	cas14u
sequence_876|prob_1.0000	Adaptation	High	100.0	6.9e-43	147.4	cas14u
sequence_2375|prob_0.9999	Adaptation	High	100.0	1.8e-57	195.5	cas14u
sequence_1480|prob_0.9999	Adaptation	High	100.0	3.4e-44	151.7	cas14u
sequence_5657|prob_0.9991	Adaptation	High	100.0	1.4e-44	152.9	cas14u
sequence_1312|prob_0.9999	Adaptation	High	100.0	4.4e-70	237.0	cas14u
sequence_701|prob_1.0000	Adaptation	High	100.0	3e-81	273.8	cas14u
sequence_15426|prob_0.9396	Adaptation	High	100.0	3.3e-81	273.6	cas14u
sequence_1707|prob_0.9999	Adaptation	High	100.0	3.2e-58	197.9	cas14u
sequence_6711|prob_0.9983	Adaptation	High	100.0	4.7e-63	213.8	cas14u
sequence_14359|prob_0.9543	Adaptation	High	100.0	3.5e-81	273.6	cas14u
sequence_18983|prob_0.8553	Adaptation	High	100.0	1.5e-60	205.6	cas14u
sequence_16057|prob_0.9296	Adaptation	High	100.0	5.4e-18	65.4	cas14u
sequence_12447|prob_0.9744	Adaptation	High	100.0	1e-43	150.2	cas14u
sequence_85|prob_1.0000	Adaptation	High	100.0	3.1e-70	237.5	cas14u
sequence_2010|prob_0.9999	Adaptation	High	100.0	1e-41	143.6	cas14u
sequence_8839|prob_0.9941	Adaptation	High	100.0	1e-41	143.6	cas14u
sequence_3460|prob_0.9998	Adaptation	High	100.0	2.2e-56	191.9	cas14u
sequence_7366|prob_0.9974	Adaptation	High	100.0	2.9e-43	148.7	cas14u
sequence_10619|prob_0.9867	Adaptation	High	100.0	3.2e-48	165.0	cas14u
sequence_805|prob_1.0000	Adaptation	High	100.0	5.2e-67	226.9	cas14u
sequence_11423|prob_0.9820	Adaptation	High	100.0	1.9e-83	281.0	cas14u
sequence_10316|prob_0.9883	Adaptation	High	100.0	1.9e-46	159.1	cas14u
sequence_15614|prob_0.9369	Adaptation	High	100.0	2.9e-28	99.2	cas14u
sequence_2720|prob_0.9998	Adaptation	High	100.0	8.5e-47	160.3	cas14u
sequence_2103|prob_0.9999	Adaptation	High	100.0	3.2e-74	250.6	cas14u
sequence_3765|prob_0.9997	Adaptation	High	100.0	3e-41	142.0	cas14u
sequence_1085|prob_0.9999	Adaptation	High	100.0	1.3e-71	242.1	cas14u
sequence_15984|prob_0.9309	Adaptation	High	100.0	3.7e-64	217.5	cas14u
sequence_8297|prob_0.9956	Adaptation	High	100.0	2.8e-45	155.3	cas14u
sequence_8298|prob_0.9956	Adaptation	High	100.0	2.8e-45	155.3	cas14u
sequence_8299|prob_0.9956	Adaptation	High	100.0	2.8e-45	155.3	cas14u
sequence_8300|prob_0.9956	Adaptation	High	100.0	2.8e-45	155.3	cas14u
sequence_732|prob_1.0000	Adaptation	High	100.0	2.8e-71	241.0	cas14u
sequence_14979|prob_0.9463	Adaptation	High	100.0	1.8e-27	96.6	cas14u
sequence_2388|prob_0.9999	Adaptation	High	100.0	1.5e-56	192.4	cas14u
sequence_3068|prob_0.9998	Adaptation	High	100.0	2e-64	218.4	cas14u
sequence_1711|prob_0.9999	Adaptation	High	100.0	4.5e-87	293.0	cas14u
sequence_3332|prob_0.9998	Adaptation	High	100.0	3.8e-65	220.7	cas14u
sequence_380|prob_1.0000	Adaptation	High	100.0	6.2e-46	157.4	cas14u
sequence_808|prob_1.0000	Adaptation	High	100.0	2.8e-70	237.6	cas14u
sequence_5025|prob_0.9994	Adaptation	High	100.0	1.1e-65	222.6	cas14u
sequence_5026|prob_0.9994	Adaptation	High	100.0	1.1e-65	222.6	cas14u
sequence_1194|prob_0.9999	Adaptation	High	100.0	3e-56	191.4	cas14u
sequence_5862|prob_0.9990	Adaptation	High	100.0	8.7e-84	282.1	cas14u
sequence_1097|prob_0.9999	Adaptation	High	100.0	4.4e-56	190.9	cas14u
sequence_11675|prob_0.9804	Adaptation	High	100.0	1.4e-39	136.5	cas14u
sequence_11275|prob_0.9829	Adaptation	High	100.0	2.6e-57	194.9	cas14u
